area_type,availability,location,size,society,total_sqft,bath,balcony,price,bedrooms,price_per_sqft
Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,Pu270a ,705.0,1.0,1.0,57.0,1.0,0.08085106382978724
Super built-up  Area,Ready To Move,Ilyas Nagar,4 BHK,GrrvaGr,750.0,6.0,2.0,75.0,4.0,0.1
Built-up  Area,Ready To Move,Tumkur Road,5 Bedroom,GrrvaGr,4800.0,5.0,2.0,150.0,5.0,0.03125
Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,GrrvaGr,5000.0,5.0,2.0,600.0,4.0,0.12
Plot  Area,Ready To Move,Gubbalala,4 Bedroom,GrrvaGr,5000.0,4.0,3.0,425.0,4.0,0.085
Built-up  Area,18-Dec,Whitefield,3 BHK,GrrvaGr,1991.0,3.0,2.0,104.0,3.0,0.052235057759919636
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1779.0,3.0,2.0,90.0,3.0,0.050590219224283306
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,10200.0,4.0,1.0,1250.0,4.0,0.12254901960784313
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,RailsDa,870.0,2.0,2.0,38.0,2.0,0.04367816091954023
Super built-up  Area,18-May,Thanisandra,3 BHK,Bhmesy ,1595.0,3.0,2.0,120.0,3.0,0.07523510971786834
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,26.0,1.0,0.049523809523809526
Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,GrrvaGr,945.0,5.0,2.0,120.0,4.0,0.12698412698412698
Plot  Area,18-Apr,Basaveswarnagar,6 Bedroom,GrrvaGr,2400.0,4.0,2.0,420.0,6.0,0.175
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,2000.0,4.0,2.0,138.0,3.0,0.069
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCarkna,1614.0,3.0,2.0,93.0,3.0,0.05762081784386617
Super built-up  Area,Ready To Move,Gottigere,2 BHK,GrrvaGr,1200.0,2.0,3.0,40.0,2.0,0.03333333333333333
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Sravehi,1150.0,3.0,3.0,46.0,3.0,0.04
Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,GrrvaGr,3200.0,4.0,2.0,440.0,4.0,0.1375
Super built-up  Area,18-Dec,Sonnenahalli,3 BHK,Skacak ,1610.0,3.0,2.0,80.48,3.0,0.049987577639751556
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrrvaGr,1190.0,2.0,2.0,41.0,2.0,0.034453781512605045
Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,SMncyy ,1050.0,2.0,2.0,50.0,2.0,0.047619047619047616
Plot  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800.0,5.0,2.0,420.0,4.0,0.0875
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1460.0,2.0,1.0,97.0,3.0,0.06643835616438357
Super built-up  Area,Ready To Move,Jaymahal Road,3 BHK,GrrvaGr,3400.0,3.0,3.0,400.0,3.0,0.11764705882352941
Plot  Area,Ready To Move,Naganathapura,1 Bedroom,GrrvaGr,600.0,1.0,0.0,33.0,1.0,0.055
Built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,AritaFe,1569.0,3.0,0.0,70.0,3.0,0.04461440407903123
Built-up  Area,18-Dec,"Off Sarjapur Road, ",3 Bedroom,GrrvaGr,2600.0,3.0,2.0,147.0,3.0,0.05653846153846154
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,645.0,1.0,0.0,42.5,1.0,0.06589147286821706
Plot  Area,Ready To Move,Nagarbhavi Garden Villas Layout,4 Bedroom,GrrvaGr,1200.0,3.0,1.0,180.0,4.0,0.15
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,GrrvaGr,800.0,3.0,0.0,95.0,3.0,0.11875
Built-up  Area,Ready To Move,Mico Layout,2 Bedroom,GrrvaGr,800.0,2.0,1.0,80.0,2.0,0.1
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350.0,2.0,1.0,90.0,2.0,0.06666666666666667
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,SNe 2ev,2780.0,4.0,1.0,325.0,3.0,0.11690647482014388
Super built-up  Area,18-Mar,Rajarajeshwari Nagara,3 BHK,GrrvaGr,1410.0,2.0,2.0,45.12,3.0,0.032
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1109.0,2.0,1.0,35.47,2.0,0.031983769161406675
Built-up  Area,Ready To Move,Agrahara Dasarahalli,1 BHK,GrrvaGr,800.0,1.0,0.0,72.0,1.0,0.09
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215.0,2.0,1.0,68.0,2.0,0.05596707818930041
Plot  Area,Ready To Move,Basaveshwara Nagar,8 Bedroom,GrrvaGr,1230.0,6.0,0.0,250.0,8.0,0.2032520325203252
Built-up  Area,Ready To Move,Prithvi Layout,3 Bedroom,Prigh L,2273.0,4.0,2.0,192.0,3.0,0.08446986361636603
Super built-up  Area,18-Aug,Varthur Road,2 BHK,GrrvaGr,1255.0,2.0,2.0,52.76,2.0,0.0420398406374502
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,GrrvaGr,1020.0,2.0,1.0,49.0,2.0,0.04803921568627451
Super built-up  Area,18-Jul,T R Mill Road,3 BHK,GrrvaGr,1225.0,2.0,2.0,82.0,3.0,0.06693877551020408
Super built-up  Area,Ready To Move,Singasandra,2 BHK,GrrvaGr,1120.0,2.0,1.0,60.0,2.0,0.05357142857142857
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Conixt ,1225.0,2.0,1.0,69.0,3.0,0.0563265306122449
Plot  Area,Ready To Move,Whitefield,4 Bedroom,UKe 2nz,5200.0,5.0,3.0,242.0,4.0,0.046538461538461535
Built-up  Area,Ready To Move,Indira Nagar,4 BHK,GrrvaGr,4000.0,4.0,1.0,700.0,4.0,0.175
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984.0,4.0,1.0,145.0,3.0,0.07308467741935484
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2425.0,3.0,1.0,197.0,3.0,0.08123711340206186
Plot  Area,18-Sep,ITPL,3 Bedroom,GrrvaGr,1200.0,3.0,1.0,56.12,3.0,0.046766666666666665
Super built-up  Area,18-Aug,Bommasandra,2 BHK,DSoodil,1127.0,2.0,1.0,45.0,2.0,0.03992901508429459
Built-up  Area,18-Jun,Whitefield,3 BHK,GrrvaGr,1655.0,3.0,2.0,97.0,3.0,0.05861027190332326
Super built-up  Area,18-Aug,Ananth Nagar,1 BHK,GrrvaGr,500.0,1.0,1.0,14.0,1.0,0.028
Plot  Area,18-Jul,Varthur,3 Bedroom,GrrvaGr,1200.0,3.0,1.0,68.38,3.0,0.05698333333333333
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,P num P,1000.0,2.0,2.0,43.0,2.0,0.043
Super built-up  Area,18-Jul,CV Raman Nagar,2 BHK,GrrvaGr,1225.0,2.0,2.0,47.88,2.0,0.039085714285714286
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Hedosme,1350.0,2.0,2.0,45.0,2.0,0.03333333333333333
Plot  Area,18-Apr,Nagarbhavi,4 Bedroom,GrrvaGr,600.0,5.0,3.0,95.0,4.0,0.15833333333333333
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Mosom B,1175.0,2.0,3.0,49.0,2.0,0.04170212765957447
Super built-up  Area,Ready To Move,Sanne Amanikere,1 BHK,Hoxiaa ,655.0,1.0,2.0,27.0,1.0,0.04122137404580153
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1311.0,2.0,1.0,84.86,3.0,0.06472921434019832
Plot  Area,Ready To Move,Banashankari Stage VI,3 Bedroom,GrrvaGr,600.0,4.0,0.0,90.0,3.0,0.15
Carpet  Area,Ready To Move,CV Raman Nagar,2 BHK,Mancyes,1000.0,2.0,1.0,38.5,2.0,0.0385
Super built-up  Area,Ready To Move,Indira Nagar Stage 2,2 BHK,GrrvaGr,1196.0,2.0,1.0,96.0,2.0,0.0802675585284281
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1050.0,2.0,1.0,59.0,3.0,0.05619047619047619
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,GrrvaGr,1275.0,2.0,2.0,52.0,3.0,0.0407843137254902
Carpet  Area,Ready To Move,Hommadevanahalli,2 BHK,GrrvaGr,927.0,2.0,1.0,50.0,2.0,0.05393743257820928
Super built-up  Area,Ready To Move,Varthur,3 BHK,CaestSr,1520.0,2.0,3.0,61.0,3.0,0.04013157894736842
Plot  Area,Ready To Move,BTM Layout 2nd Stage 1st Phase,4 Bedroom,GrrvaGr,2400.0,5.0,2.0,395.0,4.0,0.16458333333333333
Built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1333.0,2.0,1.0,104.0,2.0,0.07801950487621906
Super built-up  Area,18-Mar,Tunganagara,1 BHK,DSdidSp,600.0,1.0,0.0,18.0,1.0,0.03
Super built-up  Area,18-Sep,Abbigere,3 BHK,DSestma,1326.0,2.0,1.0,34.8,3.0,0.026244343891402712
Super built-up  Area,18-Mar,Sarjapur  Road,3 BHK,PualeSk,1773.5,2.0,2.0,85.125,3.0,0.04799830842965887
Built-up  Area,Ready To Move,Koramangala,2 BHK,KHage G,1370.0,2.0,2.0,125.0,2.0,0.09124087591240876
Super built-up  Area,Ready To Move,Koramangala,2 BHK,KHage G,1100.0,2.0,2.0,85.0,2.0,0.07727272727272727
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,GrrvaGr,1650.0,3.0,3.0,100.0,3.0,0.06060606060606061
Super built-up  Area,18-May,Kasavanhalli,3 BHK,GrrvaGr,1917.0,3.0,2.0,132.0,3.0,0.06885758998435054
Carpet  Area,Ready To Move,Doddakannelli,3 BHK,GrrvaGr,780.0,3.0,2.0,75.0,3.0,0.09615384615384616
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Raony C,950.0,2.0,1.0,58.11,2.0,0.06116842105263158
Super built-up  Area,Ready To Move,T C Palya main Road,2 BHK,GrrvaGr,1175.0,2.0,1.0,48.72,2.0,0.04146382978723404
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,GrrvaGr,1089.0,2.0,1.0,43.55,2.0,0.03999081726354453
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804.0,3.0,2.0,175.0,3.0,0.09700665188470066
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1257.0,2.0,1.0,68.5,2.0,0.05449482895783612
Super built-up  Area,Ready To Move,Sarjapur,1 BHK,SNityVe,650.0,1.0,2.0,19.87,1.0,0.030569230769230772
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1850.0,3.0,2.0,150.0,3.0,0.08108108108108109
Built-up  Area,Ready To Move,Vishwapriya Nagar,4 Bedroom,GrrvaGr,2800.0,4.0,1.0,200.0,4.0,0.07142857142857142
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,GrrvaGr,945.0,2.0,2.0,40.0,2.0,0.042328042328042326
Super built-up  Area,22-Dec,Koramangala,2 BHK,GrrvaGr,1161.0,2.0,1.0,63.85,2.0,0.05499569336778639
Super built-up  Area,17-Apr,Banashankari Stage V,3 BHK,Naiewre,1630.0,3.0,2.0,51.35,3.0,0.03150306748466258
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,1310.0,2.0,2.0,60.0,3.0,0.04580152671755725
Super built-up  Area,Ready To Move,Lake City,2 BHK,GrrvaGr,750.0,2.0,1.0,28.0,2.0,0.037333333333333336
Plot  Area,18-Sep,Whitefield,3 Bedroom,GrrvaGr,1200.0,3.0,1.0,67.77,3.0,0.056475
Super built-up  Area,Ready To Move,Vittal Nagar,2 BHK,Riave E,1000.0,2.0,1.0,45.0,2.0,0.045
Plot  Area,Ready To Move,Old Madras Road,4 Bedroom,GrrvaGr,4000.0,4.0,2.0,225.0,4.0,0.05625
Built-up  Area,Ready To Move,Nagavara,2 BHK,GrrvaGr,1315.0,2.0,2.0,70.0,2.0,0.053231939163498096
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,NCensun,1370.0,2.0,2.0,90.0,3.0,0.06569343065693431
Plot  Area,Ready To Move,Ulsoor,5 Bedroom,GrrvaGr,1200.0,4.0,3.0,150.0,5.0,0.125
Built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1465.0,3.0,3.0,90.0,2.0,0.06143344709897611
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,64.0,2.0,0.05673758865248227
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Silusti,1250.0,2.0,2.0,70.0,3.0,0.056
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645.0,3.0,2.0,117.0,3.0,0.07112462006079028
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,GrrvaGr,1284.0,2.0,2.0,75.0,3.0,0.05841121495327103
Super built-up  Area,18-Mar,Hebbal,3 BHK,SNontle,2600.0,3.0,2.0,199.0,3.0,0.07653846153846154
Super built-up  Area,19-Jun,Kodigehalli,3 BHK,GrrvaGr,1820.0,3.0,2.0,150.0,3.0,0.08241758241758242
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,GrrvaGr,1580.0,3.0,1.0,73.0,3.0,0.046202531645569624
Built-up  Area,Ready To Move,Akshaya Nagar,3 Bedroom,GrrvaGr,2650.0,3.0,2.0,125.0,3.0,0.04716981132075472
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215.0,2.0,1.0,68.0,2.0,0.05596707818930041
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrrvaGr,1075.0,2.0,1.0,40.0,2.0,0.037209302325581395
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,JaniaGa,1400.0,2.0,3.0,78.0,3.0,0.055714285714285716
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,GrrvaGr,1400.0,2.0,1.0,55.0,3.0,0.039285714285714285
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845.0,2.0,1.0,30.0,2.0,0.03550295857988166
Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3854.5,6.0,0.0,385.5,4.0,0.10001297185108315
Super built-up  Area,Ready To Move,Richards Town,2 BHK,GrrvaGr,800.0,2.0,1.0,85.0,2.0,0.10625
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1199.0,2.0,1.0,85.0,2.0,0.07089241034195162
Super built-up  Area,Ready To Move,Gunjur,2 BHK,Akncyes,1175.0,2.0,2.0,43.48,2.0,0.037004255319148936
Plot  Area,Ready To Move,Sahakara Nagar,3 Bedroom,GrrvaGr,2400.0,3.0,2.0,270.0,3.0,0.1125
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1767.0,3.0,2.0,109.0,3.0,0.06168647425014148
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Asncywo,1800.0,3.0,1.0,90.0,4.0,0.05
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,1856.0,3.0,2.0,135.0,3.0,0.07273706896551724
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,GrrvaGr,1200.0,3.0,2.0,140.0,3.0,0.11666666666666667
Super built-up  Area,18-Jun,Rajaji Nagar,3 BHK,Puwerun,1613.0,3.0,0.0,150.0,3.0,0.0929944203347799
Super built-up  Area,Ready To Move,Jakkur,4 BHK,Cruran ,6830.0,5.0,2.0,795.0,4.0,0.116398243045388
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrrvaGr,1290.0,2.0,0.0,90.0,2.0,0.06976744186046512
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1375.0,2.0,1.0,78.0,2.0,0.05672727272727273
Super built-up  Area,Ready To Move,Bagalur,2 BHK,Haows M,985.0,2.0,2.0,57.0,2.0,0.05786802030456853
Plot  Area,Ready To Move,Jeevan bima nagar,4 Bedroom,GrrvaGr,1200.0,4.0,1.0,200.0,4.0,0.16666666666666666
Super built-up  Area,Ready To Move,Singasandra,2 BHK,GrrvaGr,1099.0,2.0,1.0,37.5,2.0,0.034121929026387623
Built-up  Area,Ready To Move,RMV Extension Stage 2,7 Bedroom,GrrvaGr,3600.0,7.0,3.0,160.0,7.0,0.044444444444444446
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srers T,1200.0,2.0,1.0,53.0,2.0,0.04416666666666667
Built-up  Area,Ready To Move,Hulimavu,2 BHK,Chtali ,1000.0,2.0,1.0,45.0,2.0,0.045
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1159.0,2.0,3.0,38.0,3.0,0.03278688524590164
Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,Adeatlm,3692.0,5.0,2.0,340.0,5.0,0.09209100758396534
Plot  Area,Ready To Move,Devi Nagar,2 Bedroom,GrrvaGr,600.0,2.0,1.0,80.0,2.0,0.13333333333333333
Built-up  Area,Ready To Move,BTM Layout,3 BHK,Myace P,1540.0,2.0,2.0,78.0,3.0,0.05064935064935065
Built-up  Area,Ready To Move,"JP Nagar 7th Phase, ",3 BHK,GrrvaGr,1503.0,2.0,2.0,93.0,3.0,0.06187624750499002
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850.0,4.0,2.0,120.0,3.0,0.06486486486486487
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,Sungspr,1580.0,3.0,1.0,60.0,3.0,0.0379746835443038
Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Amsomun,1190.0,2.0,2.0,39.25,2.0,0.032983193277310925
Plot  Area,Ready To Move,Sampigehalli,2 Bedroom,GrrvaGr,1200.0,2.0,1.0,61.0,2.0,0.050833333333333335
Super built-up  Area,Ready To Move,Domlur,3 BHK,GrrvaGr,2180.0,3.0,2.0,285.0,3.0,0.13073394495412843
Plot  Area,18-Dec,ITPL,3 Bedroom,GrrvaGr,1200.0,3.0,1.0,56.12,3.0,0.046766666666666665
Super built-up  Area,Ready To Move,Kamakshipalya,3 BHK,GrrvaGr,1500.0,2.0,2.0,52.0,3.0,0.034666666666666665
Plot  Area,Ready To Move,Navodaya Nagar,5 Bedroom,GrrvaGr,1200.0,3.0,2.0,180.0,5.0,0.15
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,R ra  R,1880.0,3.0,3.0,120.0,3.0,0.06382978723404255
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Saalpas,1150.0,2.0,2.0,45.0,2.0,0.0391304347826087
Plot  Area,18-May,Kasavanhalli,4 Bedroom,GrrvaGr,4408.0,4.0,2.0,344.0,4.0,0.0780399274047187
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrrvaGr,924.0,2.0,2.0,35.11,2.0,0.037997835497835496
Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,Maana E,7800.0,6.0,2.0,385.0,5.0,0.04935897435897436
Plot  Area,Ready To Move,Kumaraswami Layout,6 Bedroom,GrrvaGr,600.0,6.0,3.0,100.0,6.0,0.16666666666666666
Plot  Area,18-Feb,Pattanagere,4 Bedroom,GrrvaGr,750.0,4.0,1.0,95.0,4.0,0.12666666666666668
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,1962.0,3.0,2.0,175.0,3.0,0.0891946992864424
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,GrrvaGr,1200.0,4.0,3.0,240.0,5.0,0.2
Super built-up  Area,18-Nov,B Narayanapura,3 BHK,GrrvaGr,1765.0,3.0,2.0,77.27,3.0,0.043779036827195465
Super built-up  Area,19-Jun,Bannerghatta Road,3 BHK,Saenett,1894.0,3.0,1.0,115.0,3.0,0.06071805702217529
Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,GrrvaGr,960.0,2.0,2.0,138.0,4.0,0.14375
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760.0,3.0,2.0,142.0,3.0,0.08068181818181819
Built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,GrrvaGr,1768.0,3.0,3.0,95.0,3.0,0.05373303167420815
Built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790.0,3.0,0.0,97.0,3.0,0.05418994413407821
Plot  Area,17-Jul,Kumara Park,4 Bedroom,GrrvaGr,3500.0,5.0,1.0,800.0,4.0,0.22857142857142856
Plot  Area,18-Dec,Whitefield,2 Bedroom,GrrvaGr,1200.0,2.0,1.0,45.0,2.0,0.0375
Built-up  Area,Ready To Move,Kengeri,4 Bedroom,Unuil T,2540.0,4.0,0.0,160.0,4.0,0.06299212598425197
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1137.0,2.0,1.0,53.4,2.0,0.04696569920844327
Super built-up  Area,22-May,Jakkur,4 BHK,SoineC ,3181.0,2.0,2.0,229.0,4.0,0.07198994027035524
Plot  Area,Ready To Move,Guni Agrahara,7 Bedroom,GrrvaGr,1200.0,6.0,2.0,115.0,7.0,0.09583333333333334
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,SaodySa,1568.0,2.0,2.0,100.0,3.0,0.06377551020408163
Built-up  Area,Ready To Move,Devanahalli,4 Bedroom,Pardst ,4920.0,4.0,0.0,393.5,4.0,0.07997967479674797
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Concyvi,1308.0,2.0,1.0,60.0,2.0,0.045871559633027525
Super built-up  Area,19-Aug,Shankarapuram,4 BHK,GrrvaGr,3060.0,4.0,2.0,350.0,4.0,0.11437908496732026
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1200.0,2.0,1.0,41.0,3.0,0.034166666666666665
Super built-up  Area,Ready To Move,Shetty Halli,1 BHK,GrrvaGr,800.0,1.0,2.0,32.0,1.0,0.04
Super built-up  Area,19-Dec,Electronic City,1 BHK,Shntie ,530.0,1.0,1.0,13.5,1.0,0.02547169811320755
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,873.0,2.0,1.0,40.0,3.0,0.045819014891179836
Plot  Area,Ready To Move,AGB Layout,7 Bedroom,GrrvaGr,3000.0,6.0,3.0,145.0,7.0,0.04833333333333333
Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,4 Bedroom,GrrvaGr,1200.0,4.0,1.0,235.0,4.0,0.19583333333333333
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,GrrvaGr,958.0,2.0,1.0,33.53,2.0,0.035
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072.0,4.0,2.0,160.0,3.0,0.07722007722007722
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2273.0,3.0,3.0,159.0,3.0,0.06995160580730313
Plot  Area,18-May,Banashankari Stage VI,3 Bedroom,GrrvaGr,600.0,3.0,2.0,90.0,3.0,0.15
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760.0,1.0,2.0,50.0,1.0,0.06578947368421052
Super built-up  Area,Ready To Move,Dommasandra,2 BHK,GrrvaGr,1090.0,2.0,2.0,43.5,2.0,0.03990825688073395
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072.0,4.0,2.0,155.0,3.0,0.07480694980694981
Super built-up  Area,Ready To Move,Bellandur,3 BHK,GrrvaGr,2666.0,3.0,1.0,230.0,3.0,0.08627156789197299
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,KPiteEl,1550.0,2.0,1.0,89.0,3.0,0.05741935483870968
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1251.0,2.0,1.0,50.0,2.0,0.03996802557953637
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070.0,2.0,1.0,53.0,2.0,0.04953271028037383
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,GrrvaGr,1200.0,2.0,2.0,45.0,2.0,0.0375
Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Srshq T,1435.0,2.0,2.0,60.0,3.0,0.041811846689895474
Built-up  Area,Ready To Move,Bommasandra,3 BHK,Niara S,1400.0,2.0,3.0,45.0,3.0,0.03214285714285714
Super built-up  Area,Ready To Move,Judicial Layout,4 BHK,MNnia E,2330.0,3.0,2.0,94.71,4.0,0.040648068669527894
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Inulat ,1200.0,2.0,3.0,60.0,2.0,0.05
Super built-up  Area,Ready To Move,Panathur,2 BHK,GrrvaGr,1000.0,2.0,2.0,40.0,2.0,0.04
Super built-up  Area,18-Sep,Bannerghatta Road,3 BHK,DSnjh S,1655.0,2.0,2.0,62.89,3.0,0.038
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,9 Bedroom,GrrvaGr,3600.0,9.0,3.0,240.0,9.0,0.06666666666666667
Plot  Area,Ready To Move,Bidrahalli,1 Bedroom,GrrvaGr,600.0,1.0,1.0,35.0,1.0,0.058333333333333334
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Avine A,1175.0,2.0,1.0,50.0,2.0,0.0425531914893617
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155.0,2.0,2.0,40.43,2.0,0.035004329004329
Plot  Area,Ready To Move,Magadi Road,3 Bedroom,Anensva,1200.0,3.0,2.0,98.0,3.0,0.08166666666666667
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1149.0,2.0,2.0,65.0,2.0,0.05657093124456049
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1745.0,2.0,2.0,98.485,3.0,0.05643839541547278
Plot  Area,Ready To Move,Choodasandra,4 Bedroom,LGlarAs,3200.0,4.0,2.0,375.0,4.0,0.1171875
Super built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,GrrvaGr,1010.0,2.0,2.0,55.0,2.0,0.054455445544554455
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1718.0,3.0,2.0,119.0,3.0,0.06926658905704307
Super built-up  Area,Ready To Move,Bilal Nagar,2 BHK,GrrvaGr,650.0,1.0,1.0,20.0,2.0,0.03076923076923077
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1330.0,2.0,2.0,77.0,2.0,0.05789473684210526
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Srarkha,1200.0,2.0,2.0,68.0,2.0,0.056666666666666664
Super built-up  Area,21-Dec,Bannerghatta Road,3 BHK,Hiatei ,1693.0,3.0,2.0,89.0,3.0,0.052569403425871235
Super built-up  Area,19-Dec,Koramangala,2 BHK,Prood P,1249.0,2.0,1.0,165.0,2.0,0.1321056845476381
Built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,1800.0,4.0,1.0,125.0,3.0,0.06944444444444445
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,GrrvaGr,900.0,2.0,0.0,55.0,2.0,0.06111111111111111
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,BSian M,1020.0,2.0,1.0,46.0,2.0,0.045098039215686274
Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,GrrvaGr,1700.0,3.0,2.0,77.0,3.0,0.045294117647058825
Built-up  Area,18-Jun,Panathur,1 BHK,GrrvaGr,661.0,1.0,1.0,40.0,1.0,0.060514372163388806
